"weight"|"lat"|"lon"|"Location"|Create Date|Closed Date|Due Date|CaseType|Case Number                                       
1|29.72622849|-95.33817943|Intersection 4328 ELGIN ST&2300 S LOCKWOOD DR|2020-12-03 11:59:58.443|2020-12-17 12:11:26.543|2020-12-07 11:59:58.000|Flooding|12447819-101004427031                             
1|29.72628058|-95.3203395|1314 HACKNEY, HOUSTON TX 77023|2021-03-21 13:30:33.693|2021-03-22 08:19:21.087|2021-03-25 13:30:33.000|Flooding|12456161-101004611482                             
1|29.72658403|-95.2959959|548 S 75TH, HOUSTON TX 77023|2021-04-09 18:00:44.560|2021-04-09 18:14:21.903|2021-04-13 18:00:44.000|Flooding|12458084-101004636572                             
1|29.7266304|-95.38172261|5004 CRAWFORD, HOUSTON TX 77004|2020-12-14 23:05:53.367|2020-12-17 11:57:11.500|2020-12-18 23:05:53.000|Flooding|12448757-101004449716                             
1|29.72680483|-95.63577265|Intersection 13800 SHERI HOLLOW LN&3100 WESTHOLLOW DR|2021-04-24 17:34:37.317|2021-04-26 09:23:53.160|2021-04-28 17:34:37.000|Flooding|12459239-101004653449                             
1|29.72686336|-95.34517358|4000 ELGIN, HOUSTON TX 77004|2020-09-21 12:01:19.377|2020-09-21 13:04:19.230|2020-09-25 11:57:00.000|Flooding|12441536-101004283417                             
1|29.726942|-95.37096414|Intersection 4400 EMANCIPATION AVE&2400 WHEELER ST|2020-07-17 12:11:31.830|2020-07-20 11:14:18.577|2020-07-21 12:11:31.000|Flooding|12435084-101004174794                             
1|29.7270314|-95.60119535|12427 SHADOWKNOLL, HOUSTON TX 77082|2021-03-17 14:41:15.863|2021-03-19 15:19:50.690|2021-03-21 14:41:15.000|Flooding|12455851-101004607641                             
1|29.72748455|-95.40324625|1727 NORTH, HOUSTON TX 77098|2021-02-18 10:21:34.980|2021-02-18 10:59:19.407|2021-02-22 10:21:34.000|Flooding|12453976-101004558364                             
1|29.72749694|-95.39427535|1215 BARTLETT, HOUSTON TX 77006|2021-02-23 14:38:08.310|2021-03-19 15:59:22.080|2021-02-27 14:38:08.000|Flooding|12454225-101004568915                             
1|29.72753047|-95.64350237|2829 HIGHWAY 6 S, HOUSTON TX 77082|2021-02-18 23:07:34.730|2021-02-19 00:14:19.873|2021-02-22 23:07:34.000|Flooding|12454006-101004560334                             
1|29.72760496|-95.61164773|3227 KNOLL WEST, HOUSTON TX 77082|2020-09-22 08:42:05.570|2020-09-22 16:29:19.513|2020-09-26 08:42:05.000|Flooding|12441739-101004284463                             
1|29.72784416|-95.34989173|Intersection 3600 ELGIN ST&3300 SCOTT ST|2020-11-27 17:43:41.877|2020-11-27 17:59:19.177|2020-12-01 17:43:41.000|Flooding|12447338-101004421468                             
1|29.72819818|-95.61165142|3211 KNOLL WEST, HOUSTON TX 77082|2020-09-21 20:43:21.597|2020-09-22 16:39:19.040|2020-09-25 20:43:21.000|Flooding|12441623-101004284129                             
1|29.72821615|-95.35229777|3440 ELGIN, HOUSTON TX 77004|2020-11-28 01:48:00.607|2020-12-17 12:30:34.530|2020-12-02 01:48:00.000|Flooding|12447497-101004421593                             
1|29.72821813|-95.33617406|Intersection 0 GULF FWY&2190 S LOCKWOOD DR|2020-12-04 19:34:20.917|2020-12-17 12:10:26.530|2020-12-08 19:27:00.000|Flooding|12447944-101004428919                             
1|29.72865723|-95.5200422|3301 FONDREN, HOUSTON TX 77063|2021-02-21 23:09:25.260|2021-02-21 23:49:19.050|2021-02-25 23:09:25.000|Flooding|12454149-101004565513                             
1|29.72865723|-95.5200422|3301 FONDREN, HOUSTON TX 77063|2021-02-23 23:07:37.430|2021-03-19 16:31:00.860|2021-02-27 23:07:37.000|Flooding|12454263-101004569709                             
1|29.7290925|-95.64417755|2838 HIGHWAY 6 S, HOUSTON TX 77082|2021-02-18 23:07:37.650|2021-02-19 00:14:19.873|2021-02-22 23:07:37.000|Flooding|12454008-101004560336                             
1|29.72929376|-95.44142915|Intersection 4000 SOUTHWEST FWY&3800 WESLAYAN ST|2020-12-13 11:26:08.133|2020-12-17 12:06:32.307|2020-12-17 11:26:07.000|Flooding|12448521-101004447859                             
1|29.72933264|-95.47549323|5529 LINCREST, HOUSTON TX 77056|2021-05-24 12:00:29.507|2021-05-24 14:16:46.223|2021-05-28 12:00:29.000|Flooding|12462570-101004698582                             
1|29.72933264|-95.47549323|5529 LINCREST, HOUSTON TX 77056|2021-06-22 06:30:26.850|2021-06-22 13:45:23.293|2021-06-26 06:30:26.000|Flooding|12467036-101004764475                             
1|29.72957806|-95.38854228|Intersection 5000 MILAM ST&200 PORTLAND ST|2021-05-25 17:25:00.280|2021-05-26 13:58:48.150|2021-05-29 17:25:00.000|Flooding|12463146-101004701119                             
1|29.72979827|-95.34744516|2900 MILBY, HOUSTON TX 77004|2021-04-08 12:37:17.680|2021-04-08 14:59:22.903|2021-04-12 12:37:17.000|Flooding|12457910-101004634228                             
1|29.72980445|-95.40508543|1816 BANKS, HOUSTON TX 77098|2021-01-07 09:01:33.957|2021-01-07 09:39:21.023|2021-01-11 09:01:33.000|Flooding|12450636-101004472913                             
1|29.73010041|-95.33120033|1905 DUMBLE, HOUSTON TX 77023|2021-02-20 23:05:33.377|2021-02-20 23:19:19.280|2021-02-24 23:05:33.000|Flooding|12454107-101004564368                             
1|29.73056787|-95.45140849|Intersection 3700 NEWCASTLE DR&4600 SOUTHWEST FWY|2020-12-11 18:15:21.287|2020-12-17 11:57:40.110|2020-12-15 18:15:21.000|Flooding|12448459-101004436796                             
1|29.73089195|-95.45924419|Intersection 0 W LOOP FWY S&4700 SOUTHWEST FWY|2021-02-17 16:58:13.333|2021-02-17 17:01:29.223|2021-02-21 16:58:13.000|Flooding|101004547601                                      
1|29.73142358|-95.56697443|10855 MEADOWGLEN, HOUSTON TX 77042|2020-08-19 08:36:57.537|2020-08-20 10:34:18.513|2020-08-23 08:36:57.000|Flooding|12438371-101004224839                             
1|29.73168488|-95.48274668|5906 RICHMOND, HOUSTON TX 77057|2021-03-16 12:30:33.597|2021-03-19 15:23:47.067|2021-03-20 12:30:33.000|Flooding|12455718-101004605954                             
1|29.7319279|-95.50186019|7506 RICHMOND, HOUSTON TX 77057|2021-02-27 11:01:15.243|2021-03-19 15:49:54.617|2021-03-03 11:01:15.000|Flooding|12454506-101004575124                             
1|29.73197575|-95.2551287|Intersection 9800 CLINTON DR&2 FIDELITY ST|2020-09-22 10:40:41.147|2020-09-23 12:34:19.097|2020-09-26 10:40:41.000|Flooding|12441809-101004284716                             
1|29.73201742|-95.53082665|9414 MEADOWCROFT, HOUSTON TX 77063|2021-03-17 12:17:20.457|2021-03-19 15:23:50.630|2021-03-21 12:17:20.000|Flooding|12455814-101004607364                             
1|29.73222354|-95.39452942|4511 GRAUSTARK, HOUSTON TX 77006|2021-02-16 12:08:41.967|2021-02-17 00:15:39.850|2021-02-20 12:08:41.000|Flooding|101004545542                                      
1|29.7324935|-95.48286462|5917 FAIRDALE, HOUSTON TX 77057|2020-08-01 15:15:52.513|2020-08-01 15:59:19.097|2020-08-05 15:15:52.000|Flooding|12436728-101004193135                             
1|29.73309062|-95.39778675|1415D BONNIE BRAE, HOUSTON TX 77006|2021-02-18 12:49:36.027|2021-02-19 12:49:19.297|2021-02-22 12:49:35.000|Flooding|12453982-101004558834                             
1|29.73329748|-95.39663723|4400 YUPON, HOUSTON TX 77006|2021-02-20 15:15:56.383|2021-02-20 15:44:19.257|2021-02-24 15:15:56.000|Flooding|12454084-101004563824                             
1|29.73359381|-95.40723119|1902 PORTSMOUTH, HOUSTON TX 77098|2021-05-19 15:13:55.007|2021-05-19 19:28:40.800|2021-05-23 15:13:54.000|Flooding|12461883-101004683488                             
1|29.73368267|-95.40988044|2030 PORTSMOUTH, HOUSTON TX 77098|2021-05-16 22:48:38.107|2021-05-17 09:33:37.773|2021-05-20 22:48:37.000|Flooding|12461252-101004679245                             
1|29.73391849|-95.4832731|5921 DOLORES, HOUSTON TX 77057|2020-07-22 11:24:55.823|2020-07-22 14:34:18.497|2020-07-26 11:24:55.000|Flooding|12435478-101004180423                             
1|29.73456219|-95.29112991|402 75TH, HOUSTON TX 77012|2020-12-09 23:06:04.507|2020-12-17 12:06:30.150|2020-12-13 23:06:04.000|Flooding|12448264-101004434198                             
1|29.73492966|-95.37751649|3906 AUSTIN, HOUSTON TX 77004|2020-12-29 23:06:30.870|2020-12-30 12:49:20.080|2021-01-02 23:06:30.000|Flooding|12449901-101004464169                             
1|29.73523715|-95.33181754|Intersection 4550 LEELAND ST&1600 S LOCKWOOD DR&500 TELEPHON|2021-05-25 14:10:12.570|2021-05-26 14:42:48.333|2021-05-29 14:10:12.000|Flooding|12463075-101004700665                             
1|29.73579108|-95.40501078|1809 W MAIN, HOUSTON TX 77098|2021-02-19 23:06:16.407|2021-02-20 00:04:19.317|2021-02-23 23:06:16.000|Flooding|12454046-101004562727                             
1|29.73598819|-95.31136905|302 S 66TH, HOUSTON TX 77023|2021-04-16 14:00:39.880|2021-04-16 23:24:22.040|2021-04-20 14:00:39.000|Flooding|12458625-101004644282                             
1|29.73614233|-95.40691186|1858 W MAIN, HOUSTON TX 77098|2021-02-19 23:08:51.190|2021-02-20 00:34:19.083|2021-02-23 23:08:51.000|Flooding|12454058-101004562813                             
1|29.73627286|-95.41870889|Intersection 3200 KIRBY DR&2600 W MAIN ST|2020-07-20 16:11:32.557|2020-07-21 10:29:19.057|2020-07-24 16:11:32.000|Flooding|12435309-101004178090                             
1|29.73733077|-95.30574594|102 WAYSIDE, HOUSTON TX 77011|2020-11-28 10:55:18.940|2020-11-30 08:44:19.347|2020-12-02 10:55:18.000|Flooding|12447376-101004421781                             
1|29.7373409|-95.35123453|Intersection 3300 GULF FWY&2100 ROBERTS ST|2021-05-25 23:29:32.037|2021-05-26 13:33:47.930|2021-05-29 23:29:31.000|Flooding|12463189-101004701330                             
1|29.73764416|-95.34986869|Intersection 0 GULF FWY&1900 SAMPSON ST|2020-12-21 07:48:29.630|2020-12-21 13:19:19.793|2020-12-25 07:48:29.000|Flooding|12449256-101004455638                             
1|29.73816933|-95.29978078|7033 AVENUE E, HOUSTON TX 77011|2021-06-05 11:37:53.453|2021-06-05 12:31:05.167|2021-06-09 11:37:53.000|Flooding|12464900-101004714275                             
1|29.73818838|-95.32478828|5003 MCKINNEY, HOUSTON TX 77023|2021-05-24 15:29:54.937|2021-05-25 16:08:47.390|2021-05-28 15:29:54.000|Flooding|12462766-101004699189                             
1|29.73818838|-95.32478828|5003 MCKINNEY, HOUSTON TX 77023|2021-05-24 15:38:28.050|2021-05-26 13:02:47.877|2021-05-28 15:38:27.000|Flooding|12462774-101004699225                             
1|29.73853864|-95.40460994|3804 WOODHEAD, HOUSTON TX 77098|2020-08-24 00:06:30.613|2020-08-24 09:49:18.837|2020-08-28 00:06:30.000|Flooding|12438940-101004240356                             
1|29.73867543|-95.35145375|Intersection 0 GULF FWY&1600 VELASCO ST|2021-05-25 21:53:44.877|2021-05-26 05:08:47.487|2021-05-29 21:53:44.000|Flooding|12463181-101004701309                             
1|29.73900847|-95.36925971|2904 CHENEVERT, HOUSTON TX 77004|2020-09-10 15:55:22.030|2020-09-11 08:24:19.020|2020-09-14 15:55:21.000|Flooding|12440551-101004271552                             
1|29.73939605|-95.52698691|9200 WESTHEIMER, HOUSTON TX 77063|2020-12-05 09:00:36.290|2020-12-17 12:08:36.760|2020-12-09 09:00:36.000|Flooding|12447976-101004429137                             
1|29.7401505|-95.37286921|3025 AUSTIN, HOUSTON TX 77004|2021-02-21 23:07:10.260|2021-02-21 23:34:18.977|2021-02-25 23:07:10.000|Flooding|12454136-101004565446                             
1|29.74015612|-95.37313085|Intersection 3100 AUSTIN ST&1400 ROSALIE ST|2021-02-26 16:26:33.790|2021-03-19 15:50:46.337|2021-03-02 16:26:33.000|Flooding|12454464-101004574621                             
1|29.7401741|-95.38875803|3601 STANFORD, HOUSTON TX 77006|2021-02-04 10:44:35.660|2021-02-08 08:49:21.730|2021-02-08 10:44:35.000|Flooding|12453121-101004514620                             
1|29.74017538|-95.39734024|3607 MULBERRY, HOUSTON TX 77006|2021-05-24 12:00:21.100|2021-05-24 12:29:46.280|2021-05-28 12:00:20.000|Flooding|12462565-101004698576                             
1|29.74041553|-95.3975067|Intersection 1500 KIPLING ST&3600 MULBERRY ST|2021-06-22 20:01:18.077|2021-06-23 11:59:24.547|2021-06-26 20:01:17.000|Flooding|12467246-101004766085                             
1|29.74126433|-95.39752199|Intersection 1500 HAROLD ST&3500 MULBERRY ST|2021-03-22 21:16:22.517|2021-03-23 12:34:20.920|2021-03-26 21:16:22.000|Flooding|12456296-101004613283                             
1|29.74141949|-95.34438622|3518 POLK, HOUSTON TX 77003|2021-02-12 17:00:53.830|2021-02-19 12:14:20.043|2021-02-16 17:00:53.000|Flooding|12453833-101004543844                             
1|29.74166476|-95.43379974|Intersection 2600 EDLOE ST&3600 WESTHEIMER RD|2021-02-11 17:14:29.243|2021-02-12 10:39:21.553|2021-02-15 17:14:29.000|Flooding|12453746-101004542696                             
1|29.74174099|-95.39448109|3411 GRAUSTARK, HOUSTON TX 77006|2021-02-20 13:51:01.420|2021-02-21 20:44:19.273|2021-02-24 13:51:01.000|Flooding|12454074-101004563636                             
1|29.74180425|-95.36900842|2619 CRAWFORD, HOUSTON TX 77004|2021-02-18 23:08:21.030|2021-02-19 00:24:19.583|2021-02-22 23:08:20.000|Flooding|12454012-101004560361                             
1|29.74195719|-95.2979456|1014 WOODING, HOUSTON TX 77011|2021-02-20 14:57:27.310|2021-02-20 15:14:18.943|2021-02-24 14:57:27.000|Flooding|12454080-101004563782                             
1|29.74252363|-95.38738791|620 HAWTHORNE, HOUSTON TX 77006|2020-07-13 00:06:27.137|2020-07-13 00:29:18.673|2020-07-17 00:06:26.000|Flooding|12434612-101004147337                             
1|29.74255182|-95.40738487|1905 WESTHEIMER, HOUSTON TX 77098|2021-03-11 19:02:32.450|2021-03-19 15:29:06.357|2021-03-15 19:02:32.000|Flooding|12455440-101004591572                             
1|29.74294352|-95.33884838|3923 MCKINNEY, HOUSTON TX 77023|2020-07-26 15:31:05.427|2020-07-27 11:19:19.520|2020-07-30 15:31:05.000|Flooding|12435991-101004185181                             
1|29.74299535|-95.40183314|1660 WESTHEIMER, HOUSTON TX 77006|2021-03-09 23:07:18.110|2021-03-19 15:30:58.217|2021-03-13 23:07:17.000|Flooding|12455259-101004588629                             
1|29.74301887|-95.40750638|1902 WESTHEIMER, HOUSTON TX 77019|2020-11-02 19:15:26.740|2020-11-03 11:54:19.790|2020-11-06 19:15:26.000|Flooding|12445758-101004385742                             
1|29.74321145|-95.56665205|10727 OLYMPIA, HOUSTON TX 77042|2020-07-28 12:42:00.663|2020-07-29 11:54:19.057|2020-08-01 12:42:00.000|Flooding|12436229-101004187724                             
1|29.74324748|-95.3947537|1203 LOVETT, HOUSTON TX 77006|2021-04-21 20:15:39.350|2021-04-22 07:24:22.080|2021-04-25 20:15:39.000|Flooding|12459020-101004650267                             
1|29.74324748|-95.3947537|1203 LOVETT, HOUSTON TX 77006|2021-04-24 20:00:14.487|2021-04-24 20:11:31.143|2021-04-28 20:00:14.000|Flooding|12459242-101004653483                             
1|29.74341213|-95.26359571|Intersection 1200 DEFENDER ST&100 MISSISSIPPI ST|2021-05-25 08:23:32.463|2021-05-26 17:28:48.030|2021-05-29 08:23:32.000|Flooding|12462955-101004699898                             
1|29.74354174|-95.26615896|Intersection 1400 E LOOP FWY N&9052 MISSISSIPPI ST|2021-06-02 09:36:25.957|2021-06-02 10:16:54.533|2021-06-06 09:36:25.000|Flooding|12464283-101004709375                             
1|29.7437096|-95.56639926|10722 OLYMPIA, HOUSTON TX 77042|2020-08-22 16:57:11.290|2020-08-24 08:29:19.717|2020-08-26 16:57:10.000|Flooding|12438842-101004229792                             
1|29.7437096|-95.56639926|10722 OLYMPIA, HOUSTON TX 77042|2020-09-22 07:15:45.507|2020-09-22 07:16:37.990|2020-09-26 07:15:45.000|Flooding|101004284334                                      
1|29.74391292|-95.39779282|1701 MISSOURI, HOUSTON TX 77006|2021-03-02 09:30:55.900|2021-03-19 15:47:42.630|2021-03-06 09:30:55.000|Flooding|12454659-101004578168                             
1|29.74393849|-95.26710082|9035 MISSISSIPPI, HOUSTON TX 77029|2020-12-02 10:53:18.330|2020-12-17 12:11:48.437|2020-12-06 10:53:18.000|Flooding|12447691-101004425738                             
1|29.74395433|-95.39301026|3230 YOAKUM, HOUSTON TX 77006|2021-02-20 15:30:55.610|2021-02-21 20:54:20.093|2021-02-24 15:30:55.000|Flooding|12454087-101004563855                             
1|29.74409513|-95.40684179|2417 HAZARD, HOUSTON TX 77019|2020-09-21 00:06:24.537|2020-09-21 00:59:19.633|2020-09-25 00:06:24.000|Flooding|12441467-101004282736                             
1|29.74428496|-95.39109205|3207 MONTROSE, HOUSTON TX 77006|2021-04-16 01:00:42.147|2021-04-16 01:29:22.510|2021-04-20 01:00:41.000|Flooding|12458575-101004643560                             
1|29.74445922|-95.30089567|Intersection 6900 NAVIGATION BLVD&1300 SSGT MACARIO GARCIA D|2020-12-03 07:46:26.510|2020-12-17 12:12:34.373|2020-12-07 07:46:26.000|Flooding|12447774-101004426571                             
1|29.74445922|-95.30089567|Intersection 6900 NAVIGATION BLVD&1300 SSGT MACARIO GARCIA D|2021-02-12 16:08:41.027|2021-02-22 08:39:19.427|2021-02-16 16:08:40.000|Flooding|12453821-101004543747                             
1|29.74448206|-95.40470799|2402 WOODHEAD, HOUSTON TX 77019|2021-06-05 11:15:23.260|2021-06-05 12:02:05.350|2021-06-09 11:15:23.000|Flooding|12464899-101004714263                             
1|29.74453477|-95.40755702|1985 FAIRVIEW, HOUSTON TX 77019|2020-08-10 00:06:05.453|2020-08-18 12:42:39.177|2020-08-14 00:06:05.000|Flooding|12437480-101004202693                             
1|29.74457391|-95.40445039|1925 C FAIRVIEW, HOUSTON TX 77019|2021-03-28 11:15:45.923|2021-03-28 11:39:20.520|2021-04-01 11:15:45.000|Flooding|12456853-101004620217                             
1|29.74466922|-95.26616581|1415 E LOOP N, HOUSTON TX 77029|2020-12-02 23:06:11.793|2020-12-17 12:11:25.513|2020-12-06 23:06:11.000|Flooding|12447763-101004426465                             
1|29.74497879|-95.41412727|2212 FAIRVIEW, HOUSTON TX 77019|2021-02-26 23:07:29.613|2021-03-19 15:49:54.587|2021-03-02 23:07:29.000|Flooding|12454484-101004574911                             
1|29.74510765|-95.30289468|Intersection 6800 NAVIGATION BLVD&1300 WAYSIDE DR|2020-12-31 13:04:48.470|2021-01-04 15:34:20.540|2021-01-04 13:04:48.000|Flooding|12450083-101004466101                             
1|29.74694037|-95.61263723|12850 WHITTINGTON, HOUSTON TX 77077|2021-02-18 23:38:38.697|2021-02-22 12:39:20.047|2021-02-22 23:38:38.000|Flooding|12454017-101004560405                             
1|29.74708311|-95.39491405|1400 HYDE PARK, HOUSTON TX 77006|2021-02-26 23:07:31.990|2021-03-19 15:49:54.430|2021-03-02 23:07:31.000|Flooding|12454485-101004574912                             
1|29.74735233|-95.38233921|202 TUAM, HOUSTON TX 77006|2021-03-25 18:01:13.763|2021-03-26 11:44:20.787|2021-03-29 18:01:13.000|Flooding|12456679-101004617806                             
1|29.74749755|-95.53844448|Intersection 9700 BRIAR FOREST DR&1800 S GESSNER RD|2021-05-24 12:08:11.290|2021-05-24 14:51:46.463|2021-05-28 12:08:10.000|Flooding|12462577-101004698599                             
1|29.74749755|-95.53844448|Intersection 9700 BRIAR FOREST DR&1800 S GESSNER RD|2021-05-24 14:58:38.310|2021-05-25 17:40:47.280|2021-05-28 14:58:38.000|Flooding|12462725-101004699090                             
1|29.74778126|-95.39302156|2408 YOAKUM, HOUSTON TX 77006|2021-06-17 09:31:15.140|2021-06-17 14:12:24.827|2021-06-21 09:31:14.000|Flooding|12466484-101004739303                             
1|29.74787166|-95.39865319|Intersection 1500 MICHIGAN ST&2150 YUPON ST|2021-02-18 09:57:22.263|2021-02-18 10:19:19.430|2021-02-22 09:57:22.000|Flooding|12453972-101004558305                             
1|29.74805414|-95.40533901|2001 MORSE, HOUSTON TX 77019|2021-02-20 16:00:57.737|2021-02-20 16:24:19.640|2021-02-24 16:00:57.000|Flooding|12454088-101004563911                             
1|29.74828089|-95.38278301|101 DREW, HOUSTON TX 77006|2020-12-29 23:05:35.870|2020-12-30 11:04:20.157|2021-01-02 23:05:35.000|Flooding|12449895-101004464147                             
1|29.74834367|-95.40356806|1923 ELMEN, HOUSTON TX 77019|2021-04-03 21:30:39.250|2021-04-05 08:19:21.670|2021-04-07 21:30:39.000|Flooding|12457361-101004627932                             
1|29.74838712|-95.3557934|2233 POLK, HOUSTON TX 77003|2021-02-18 23:08:54.560|2021-02-19 11:24:19.273|2021-02-22 23:08:54.000|Flooding|12454015-101004560381                             
1|29.74839791|-95.4188157|Intersection 2000 KIRBY DR&2900 SAN FELIPE ST|2021-03-17 13:19:00.180|2021-03-19 15:23:50.253|2021-03-21 13:19:00.000|Flooding|12455831-101004607495                             
1|29.74868199|-95.40691112|1911 HAZARD, HOUSTON TX 77019|2021-02-17 16:14:27.747|2021-02-17 16:19:47.263|2021-02-21 16:14:27.000|Flooding|101004547529                                      
1|29.74893776|-95.34747245|720 PAIGE, HOUSTON TX 77003|2020-09-22 08:18:08.127|2020-09-22 10:04:18.613|2020-09-26 08:18:07.000|Flooding|12441726-101004284421                             
1|29.74910937|-95.40977481|Intersection 1900 HULDY ST&2030 VERMONT ST|2020-09-22 07:04:23.150|2020-09-22 11:09:18.487|2020-09-26 07:04:23.000|Flooding|12441691-101004284324                             
1|29.74910937|-95.40977481|Intersection 1900 HULDY ST&2030 VERMONT ST|2020-12-13 13:15:23.270|2020-12-17 11:57:40.783|2020-12-17 13:15:22.000|Flooding|12448542-101004447961                             
1|29.74924555|-95.56744064|1310 WALNUT BEND, HOUSTON TX 77042|2021-02-11 16:12:03.263|2021-02-12 10:34:21.337|2021-02-15 16:12:03.000|Flooding|12453739-101004542604                             
1|29.74944079|-95.33731949|116 EVERTON, HOUSTON TX 77003|2021-03-24 12:08:15.620|2021-03-25 12:39:28.410|2021-03-28 12:08:15.000|Flooding|12456492-101004615577                             
1|29.74954168|-95.3956728|1227 W DREW, HOUSTON TX 77006|2020-12-19 23:05:30.090|2020-12-21 09:24:20.077|2020-12-23 23:05:30.000|Flooding|12449190-101004455064                             
1|29.74962115|-95.58524682|1739 S KIRKWOOD, HOUSTON TX 77077|2020-12-30 18:31:08.860|2020-12-31 05:29:20.143|2021-01-03 18:31:08.000|Flooding|12449992-101004465452                             
1|29.74990502|-95.32931627|130 CHRISTENSEN, HOUSTON TX 77003|2021-02-15 15:30:53.203|2021-02-15 15:59:26.410|2021-02-19 15:30:53.000|Flooding|12453906-101004545106                             
1|29.75049137|-95.39442493|1214A WELCH, HOUSTON TX 77006|2020-07-29 00:51:37.700|2020-07-29 02:34:18.440|2020-08-02 00:51:37.000|Flooding|12436342-101004188661                             
1|29.75054535|-95.47266816|5548 SAN FELIPE, HOUSTON TX 77056|2020-12-19 13:44:40.070|2020-12-21 09:04:20.357|2020-12-23 13:44:38.000|Flooding|12449133-101004454731                             
1|29.75061875|-95.40444036|1933 HADDON, HOUSTON TX 77019|2021-01-03 23:05:36.053|2021-01-03 23:54:20.880|2021-01-07 23:05:35.000|Flooding|12450234-101004468189                             
1|29.75099704|-95.38873427|1915 STANFORD, HOUSTON TX 77006|2020-12-13 13:04:17.417|2020-12-17 11:57:41.250|2020-12-17 13:04:17.000|Flooding|12448537-101004447938                             
1|29.75105618|-95.38840206|608 WILLARD, HOUSTON TX 77006|2021-01-09 08:58:22.513|2021-01-11 10:29:21.130|2021-01-13 08:58:22.000|Flooding|12450950-101004475880                             
1|29.75128118|-95.38282002|1535 COOK, HOUSTON TX 77006|2021-02-20 09:00:59.910|2021-02-20 09:29:20.130|2021-02-24 09:00:59.000|Flooding|12454064-101004563106                             
1|29.75221837|-95.39268055|1704 MONTROSE, HOUSTON TX 77006|2021-05-04 16:00:22.670|2021-05-04 16:30:27.003|2021-05-08 16:00:22.000|Flooding|12460156-101004665221                             
1|29.75320965|-95.58471091|1586 PRAIRIE GROVE, HOUSTON TX 77077|2021-06-20 09:43:23.173|2021-06-21 09:42:23.340|2021-06-24 09:43:23.000|Flooding|12466829-101004762627                             
1|29.75392152|-95.6061096|Intersection 12600 BRIAR FOREST DR&1420 S DAIRY ASHFORD RD|2021-05-24 14:36:59.687|2021-05-24 17:50:46.570|2021-05-28 14:36:59.000|Flooding|12462705-101004699025                             
1|29.75412623|-95.39772534|1415 WAUGH, HOUSTON TX 77019|2021-05-26 20:00:58.480|2021-05-27 10:44:49.027|2021-05-30 20:00:58.000|Flooding|12463465-101004702813                             
1|29.75415604|-95.50113673|Intersection 1200 S VOSS RD&6600 WOODWAY DR|2021-01-21 07:11:12.753|2021-01-21 07:44:21.010|2021-01-25 07:11:12.000|Flooding|12451825-101004498703                             
1|29.75451978|-95.36325161|1118 CAROLINE, HOUSTON TX 77002|2021-04-05 13:00:47.000|2021-04-05 13:14:21.127|2021-04-09 13:00:46.000|Flooding|12457442-101004628971                             
1|29.75455725|-95.3931538|1125 W BELL, HOUSTON TX 77019|2021-01-11 12:00:49.180|2021-01-14 11:39:20.843|2021-01-15 12:00:48.000|Flooding|12451008-101004477351                             
1|29.75463914|-95.35837431|1611 WALKER, HOUSTON TX 77010|2021-01-27 14:54:56.627|2021-01-27 14:57:16.097|2021-01-31 14:54:00.000|Flooding|101004506349                                      
1|29.75503061|-95.40263466|1907 CLAY, HOUSTON TX 77019|2021-04-24 07:15:45.820|2021-04-24 07:43:31.607|2021-04-28 07:15:45.000|Flooding|12459212-101004653113                             
1|29.75529098|-95.40023039|Intersection 1600 W CLAY ST&1100 ROCHOW ST|2020-07-17 11:29:54.810|2020-07-20 14:04:19.570|2020-07-21 11:29:54.000|Flooding|12435060-101004174698                             
1|29.75552348|-95.40213614|1213 DUNLAVY, HOUSTON TX 77019|2020-08-28 10:31:27.027|2020-08-28 10:59:18.963|2020-09-01 10:31:26.000|Flooding|12439530-101004246385                             
1|29.75568962|-95.3646392|Intersection 1100 FANNIN ST&1100 LAMAR ST|2021-06-28 09:04:02.663|                   NULL|2021-07-02 09:04:02.000|Flooding|12467795-101004771229                             
1|29.75578963|-95.37696186|1300 ARTHUR, HOUSTON TX 77019|2021-02-16 23:07:03.670|2021-02-16 23:22:59.663|2021-02-20 23:07:03.000|Flooding|440384-101004546507                               
1|29.75595536|-95.34567096|2501 COMMERCE, HOUSTON TX 77003|2020-08-24 00:09:06.867|2020-08-24 01:04:18.897|2020-08-28 00:09:06.000|Flooding|12438966-101004240414                             
1|29.7563223|-95.35548469|1701 TEXAS, HOUSTON TX 77002|2021-02-19 23:08:29.940|2021-02-20 00:29:20.487|2021-02-23 23:08:29.000|Flooding|12454056-101004562802                             
1|29.75661856|-95.40282269|1180 DUNLAVY, HOUSTON TX 77019|2021-03-29 16:02:34.743|2021-03-30 09:09:20.073|2021-04-02 16:01:00.000|Flooding|12456965-101004621578                             
1|29.75707393|-95.40229458|1001 DUNLAVY, HOUSTON TX 77019|2021-02-22 16:30:53.380|2021-03-19 16:30:59.830|2021-02-26 16:30:53.000|Flooding|12454184-101004567223                             
1|29.75727168|-95.39125826|1005 COLUMBUS, HOUSTON TX 77019|2021-06-16 18:30:19.880|2021-06-17 14:06:24.843|2021-06-20 18:30:19.000|Flooding|12466443-101004728824                             
1|29.75733614|-95.3623236|1122 RUSK, HOUSTON TX 77002|2021-01-28 13:18:56.547|2021-01-28 13:34:21.550|2021-02-01 13:17:00.000|Flooding|12452535-101004507463                             
